Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
8790000,New building,Депо,19,Moscow,1,43.95,24.4,10.3,13,11,Cosmetic
8600000,New building,Депо,19,Moscow,1,43,23.9,10.2,13,11,Cosmetic
8816000,New building,Депо,19,Moscow,1,44.08,24.4,10.3,15,11,Cosmetic
8790000,New building,Депо,19,Moscow,1,43.95,24.4,10.3,15,11,Cosmetic
8600000,New building,Депо,19,Moscow,1,43,23.9,10.2,15,11,Cosmetic
7805280,New building,Депо,19,Moscow,1,38.64,21.7,9.8,3,11,Cosmetic
8784720,New building,Депо,19,Moscow,1,44.82,24.8,10.3,3,11,Cosmetic
8784720,New building,Депо,19,Moscow,1,44.82,24.8,10.3,5,11,Cosmetic
8784720,New building,Депо,19,Moscow,1,44.82,24.8,10.3,9,11,Cosmetic
9049320,New building,Депо,19,Moscow,1,46.17,25.5,10.5,3,11,Cosmetic
12430050,New building,Депо,19,Moscow,3,71.85,38.5,12.6,4,11,Cosmetic
9049320,New building,Депо,19,Moscow,1,46.17,25.5,10.5,5,11,Cosmetic
11033560,New building,Депо,19,Moscow,2,61.64,33.3,11.7,8,11,Cosmetic
9049320,New building,Депо,19,Moscow,1,46.17,25.5,10.5,7,11,Cosmetic
9234000,New building,Депо,19,Moscow,1,46.17,25.5,10.5,11,11,Cosmetic
12392400,New building,Депо,19,Moscow,2,67.35,36.2,12.2,17,11,Cosmetic
8733760,New building,Депо,19,Moscow,1,44.56,24.7,10.3,9,11,Cosmetic
12364800,New building,Депо,19,Moscow,2,67.2,36.1,12.2,19,11,Cosmetic
12392400,New building,Депо,19,Moscow,2,67.35,36.2,12.2,23,11,Cosmetic
9418680,New building,Депо,19,Moscow,1,46.17,25.5,10.5,23,11,Cosmetic
12392400,New building,Депо,19,Moscow,2,67.35,36.2,12.2,25,11,Cosmetic
9418680,New building,Депо,19,Moscow,1,46.17,25.5,10.5,25,11,Cosmetic
8614200,New building,Депо,19,Moscow,1,43.95,24.4,10.3,3,11,Cosmetic
8428000,New building,Депо,19,Moscow,1,43,23.9,10.2,3,11,Cosmetic
8428000,New building,Депо,19,Moscow,1,43,23.9,10.2,5,11,Cosmetic
8614200,New building,Депо,19,Moscow,1,43.95,24.4,10.3,7,11,Cosmetic
8428000,New building,Депо,19,Moscow,1,43,23.9,10.2,7,11,Cosmetic
8614200,New building,Депо,19,Moscow,1,43.95,24.4,10.3,9,11,Cosmetic
8428000,New building,Депо,19,Moscow,1,43,23.9,10.2,9,11,Cosmetic
8790000,New building,Депо,19,Moscow,1,43.95,24.4,10.3,11,11,Cosmetic
8816000,New building,Депо,19,Moscow,1,44.08,24.4,10.3,13,11,Cosmetic
8600000,New building,Депо,19,Moscow,1,43,23.9,10.2,13,11,Cosmetic
11296210,New building,Депо,19,Moscow,2,62.41,33.7,11.8,15,11,Cosmetic
8816000,New building,Депо,19,Moscow,1,44.08,24.4,10.3,15,11,Cosmetic
8600000,New building,Депо,19,Moscow,1,43,23.9,10.2,15,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,9,11,Cosmetic
10912490,New building,Депо,19,Moscow,2,60.29,32.6,11.6,11,11,Cosmetic
10246000,New building,Депо,19,Moscow,2,54.5,29.7,11.1,11,11,Cosmetic
10912490,New building,Депо,19,Moscow,2,60.29,32.6,11.6,13,11,Cosmetic
11448250,New building,Депо,19,Moscow,2,63.25,34.1,11.9,13,11,Cosmetic
11869490,New building,Депо,19,Moscow,2,66.31,35.7,12.1,3,11,Cosmetic
10611500,New building,Депо,19,Moscow,2,55.85,30.4,11.3,25,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,3,11,Cosmetic
7100300,New building,Депо,19,Moscow,1,35.15,19.9,9.5,3,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,3,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,5,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,5,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,7,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,7,11,Cosmetic
11033560,New building,Депо,19,Moscow,2,61.64,33.3,11.7,5,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,9,11,Cosmetic
11296210,New building,Депо,19,Moscow,2,62.41,33.7,11.8,11,11,Cosmetic
11412050,New building,Депо,19,Moscow,2,63.05,34,11.9,11,11,Cosmetic
11412050,New building,Депо,19,Moscow,2,63.05,34,11.9,13,11,Cosmetic
16005800,New building,Депо,19,Moscow,4,83.8,44.5,13.6,3,11,Cosmetic
12478090,New building,Депо,19,Moscow,2,69.71,37.4,12.4,3,11,Cosmetic
10646920,New building,Депо,19,Moscow,2,59.48,32.2,11.6,3,11,Cosmetic
16005800,New building,Депо,19,Moscow,4,83.8,44.5,13.6,5,11,Cosmetic
12478090,New building,Депо,19,Moscow,2,69.71,37.4,12.4,5,11,Cosmetic
10646920,New building,Депо,19,Moscow,2,59.48,32.2,11.6,5,11,Cosmetic
16005800,New building,Депо,19,Moscow,4,83.8,44.5,13.6,7,11,Cosmetic
10646920,New building,Депо,19,Moscow,2,59.48,32.2,11.6,7,11,Cosmetic
16005800,New building,Депо,19,Moscow,4,83.8,44.5,13.6,9,11,Cosmetic
15338700,New building,Депо,19,Moscow,3,89.7,47.5,14.1,9,11,Cosmetic
12478090,New building,Депо,19,Moscow,2,69.71,37.4,12.4,9,11,Cosmetic
10646920,New building,Депо,19,Moscow,2,59.48,32.2,11.6,9,11,Cosmetic
12617510,New building,Депо,19,Moscow,2,69.71,37.4,12.4,11,11,Cosmetic
10765880,New building,Депо,19,Moscow,2,59.48,32.2,11.6,11,11,Cosmetic
12682670,New building,Депо,19,Moscow,2,70.07,37.6,12.4,11,11,Cosmetic
12617510,New building,Депо,19,Moscow,2,69.71,37.4,12.4,13,11,Cosmetic
10765880,New building,Депо,19,Moscow,2,59.48,32.2,11.6,13,11,Cosmetic
13851000,New building,Депо,19,Moscow,3,81,43.1,13.3,3,11,Cosmetic
10276400,New building,Депо,19,Moscow,2,55.85,30.4,11.3,7,11,Cosmetic
12055650,New building,Депо,19,Moscow,2,67.35,36.2,12.2,3,11,Cosmetic
12430050,New building,Депо,19,Moscow,3,71.85,38.5,12.6,3,11,Cosmetic
10361040,New building,Депо,19,Moscow,2,56.31,30.6,11.3,3,11,Cosmetic
11393350,New building,Депо,19,Moscow,2,63.65,34.3,11.9,3,11,Cosmetic
12028800,New building,Депо,19,Moscow,2,67.2,36.1,12.2,3,11,Cosmetic
10827710,New building,Депо,19,Moscow,2,60.49,32.7,11.6,3,11,Cosmetic
12352200,New building,Депо,19,Moscow,3,71.4,38.2,12.5,7,11,Cosmetic
12055650,New building,Депо,19,Moscow,2,67.35,36.2,12.2,5,11,Cosmetic
12430050,New building,Депо,19,Moscow,3,71.85,38.5,12.6,5,11,Cosmetic
10361040,New building,Депо,19,Moscow,2,56.31,30.6,11.3,5,11,Cosmetic
11393350,New building,Депо,19,Moscow,2,63.65,34.3,11.9,5,11,Cosmetic
12028800,New building,Депо,19,Moscow,2,67.2,36.1,12.2,5,11,Cosmetic
10827710,New building,Депо,19,Moscow,2,60.49,32.7,11.6,5,11,Cosmetic
12055650,New building,Депо,19,Moscow,2,67.35,36.2,12.2,7,11,Cosmetic
12430050,New building,Депо,19,Moscow,3,71.85,38.5,12.6,7,11,Cosmetic
10361040,New building,Депо,19,Moscow,2,56.31,30.6,11.3,7,11,Cosmetic
11393350,New building,Депо,19,Moscow,2,63.65,34.3,11.9,7,11,Cosmetic
12028800,New building,Депо,19,Moscow,2,67.2,36.1,12.2,7,11,Cosmetic
10827710,New building,Депо,19,Moscow,2,60.49,32.7,11.6,7,11,Cosmetic
12055650,New building,Депо,19,Moscow,2,67.35,36.2,12.2,9,11,Cosmetic
12190350,New building,Депо,19,Moscow,2,67.35,36.2,12.2,11,11,Cosmetic
12501900,New building,Депо,19,Moscow,3,71.85,38.5,12.6,11,11,Cosmetic
10192110,New building,Депо,19,Moscow,2,56.31,30.6,11.3,11,11,Cosmetic
11520650,New building,Депо,19,Moscow,2,63.65,34.3,11.9,11,11,Cosmetic
12163200,New building,Депо,19,Moscow,2,67.2,36.1,12.2,11,11,Cosmetic
10948690,New building,Депо,19,Moscow,2,60.49,32.7,11.6,11,11,Cosmetic
12190350,New building,Депо,19,Moscow,2,67.35,36.2,12.2,13,11,Cosmetic
10192110,New building,Депо,19,Moscow,2,56.31,30.6,11.3,13,11,Cosmetic
11520650,New building,Депо,19,Moscow,2,63.65,34.3,11.9,13,11,Cosmetic
11033560,New building,Депо,19,Moscow,2,61.64,33.3,11.7,9,11,Cosmetic
11321750,New building,Депо,19,Moscow,2,63.25,34.1,11.9,9,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,3,11,Cosmetic
5994120,New building,Депо,19,Moscow,0,28.68,16.6,9,4,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,5,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,5,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,7,11,Cosmetic
11171390,New building,Депо,19,Moscow,2,62.41,33.7,11.8,9,11,Cosmetic
11285950,New building,Депо,19,Moscow,2,63.05,34,11.9,9,11,Cosmetic
11296210,New building,Депо,19,Moscow,2,62.41,33.7,11.8,13,11,Cosmetic
11412050,New building,Депо,19,Moscow,2,63.05,34,11.9,13,11,Cosmetic
10791910,New building,Депо,19,Moscow,2,60.29,32.6,11.6,5,11,Cosmetic
10499800,New building,Депо,19,Moscow,2,55.85,30.4,11.3,11,11,Cosmetic
10791910,New building,Депо,19,Moscow,2,60.29,32.6,11.6,7,11,Cosmetic
6194288,New building,Красногвардейская,5,Moscow region,1,46.7,25.7,10.5,2,20,Cosmetic
